SKU,Category,Subcategory, Innovation,Feb_1,Mar_1,Apr_1,May_1,Jun_1,Jul_1,Aug_1,Sep_1,Oct_1,Nov_1,Dec_1,Jan_2,Feb_2,Mar_2,Apr_2,May_2,Jun_2,Jul_2,Aug_2,Sep_2,Oct_2,Nov_2,Dec_2,Jan_3,Feb_3,Mar_3,Apr_3,May_3,Jun_3
738,BPC,FACE,0,110498,89278,66029,121145,99945,106807,85893,138732,90933,125690,104788,72392,84501,112552,84284,95026,81218,119075,117246,79253,85699,98264,77812,87025,78941,97382,76362,113533,60149
739,BPC,FACE,0,26827,38796,19308,53172,25783,35956,39948,30834,31702,38883,39695,20859,40135,42775,37424,40041,27564,52927,44597,39541,33018,32910,42965,25206,30506,46150,34737,28254,32219
740,BPC,FACE,0,39481,48723,37145,67488,48602,61206,61602,60996,52196,51967,77020,31476,75752,45447,59654,61744,45440,101401,48802,58653,57930,44020,47409,35865,51378,76418,50028,62454,41856
741,FOODS,SOUPS,0,118462,118776,99086,93832,59900,70150,83934,58011,149590,88031,134051,139768,86348,92294,100146,71382,58177,78882,75516,65242,137809,103257,119361,94528,110467,106726,101531,72309,66571
742,FOODS,SOUPS,0,215185,157015,259751,135950,99361,93954,111068,176117,216842,229022,204073,281044,221064,172456,170976,164894,94210,102722,144691,150205,221074,217952,239123,222206,183650,206126,201599,142008,111074
743,FOODS,SOUPS,0,419089,475691,232444,360329,210814,291270,307034,466682,374773,512794,641151,424822,487526,506393,244074,261842,260192,317933,378260,432482,573196,562297,539152,437763,491298,449980,317778,352931,226896
744,FOODS,SOUPS,0,405932,286795,189567,179668,113109,51757,220621,146623,260791,244338,278147,149603,348305,187740,215515,178990,131104,112042,141676,167019,275065,233636,285245,190928,248720,230804,200547,126562,100361
745,FOODS,SOUPS,0,154192,156118,124501,121313,68656,76934,140795,90320,160360,144768,183369,169656,155901,114368,100895,98562,79565,81577,109262,117106,187416,121210,195800,134691,137417,134446,98608,82192,60602
746,FOODS,SOUPS,0,74278,108713,83410,64249,80889,66555,87159,63444,91008,90326,98293,80589,90900,66514,76306,82450,72023,88388,74385,74141,108767,89872,110765,76513,74309,101871,71088,68863,65179
747,FOODS,SOUPS,0,125067,148024,63504,139276,122743,87951,125821,93237,124623,111824,156600,121532,124479,102824,129550,126404,94313,109852,104288,106661,161021,118316,167374,112609,125324,143560,93368,116938,97478
748,FOODS,SOUPS,0,49372,201779,98818,110295,94793,76790,101867,81676,129292,101658,167097,133028,107052,69245,80519,90842,70854,80906,88870,74496,106295,79995,133043,88920,102855,93653,75874,61824,63523
749,FOODS,SOUPS,0,255280,225692,273865,191378,168381,168510,246200,167560,287662,252360,311092,224328,254613,258696,275569,266611,271585,234688,346955,285594,428285,352842,406024,310730,310983,329769,192657,217188,158023
750,FOODS,SOUPS,0,86994,82093,112198,90063,43395,73597,116678,57328,117911,110512,120757,111322,83499,93742,77415,96371,85984,96700,109676,122517,185163,121238,171468,129007,128728,144814,101964,90011,86374
751,BPC,HAIR CARE,0,4303,11640,3855,9688,6194,10103,8407,6033,11769,4176,10680,10456,10200,13886,7828,8951,8631,3309,19460,4624,10617,11032,10039,6034,4432,2893,5041,5490,7701
752,BPC,HAIR CARE,0,7024,6841,9201,17471,5405,12196,7562,8202,14394,10558,8401,10,14235,27301,5644,7044,6684,3368,6285,6724,8521,17310,19505,10157,31782,4723,5045,6243,10280
753,Refreshments,ICE CREAM,0,171466,214214,205362,249419,255528,194187,146873,164485,213505,138152,189825,105787,183612,215868,198713,213804,210012,167771,188544,131904,182031,108653,76895,8656,99429,254733,161294,206776,193022
754,FOODS,DRESSINGS,0,356124,497320,530952,625602,520124,527552,584577,493604,464610,574745,479220,412716,441079,787423,503550,705085,738723,574190,669139,522476,604221,589246,568677,525786,511062,626725,649224,734035,800183
755,FOODS,DRESSINGS,0,685389,1004448,902593,1183789,1017367,1052617,1292318,802163,888839,1121964,855605,883591,921944,1455856,1027316,1398906,1365228,1194659,1282607,983786,1214536,1087933,1061674,1051512,996276,1272265,1189833,1458054,1580177
756,FOODS,DRESSINGS,0,381428,666506,630545,651100,598939,581610,710977,499278,523588,665894,482524,529526,473866,885352,582831,643858,647217,600366,644122,520219,564049,527099,466774,482121,525332,585679,598419,701153,651304
757,FOODS,DRESSINGS,0,106447,129681,165624,272117,200167,296386,414240,258989,227855,186168,191990,189302,236509,232869,226917,390160,508914,444527,442583,286763,235297,207219,210267,173249,235215,313529,330588,354025,451603
758,FOODS,SOUPS,0,348703,478544,233612,375800,279469,245629,422883,545383,514918,741606,753967,490805,653124,691764,433844,493020,485390,558529,660934,806423,800619,950066,783057,638355,654177,735631,435136,518382,373610
759,FOODS,SOUPS,0,735917,719630,419409,619275,521572,381038,665341,824818,735968,824721,1169990,809073,862917,911946,521360,522689,513327,648199,848130,767915,1049066,1154130,1106477,885498,864200,932811,575858,670789,503251
760,FOODS,SOUPS,0,398753,374256,328782,247971,179701,203350,328672,293791,409113,351093,488991,396791,457309,259636,289048,259145,185672,208867,303057,335999,381711,331085,448249,426099,296248,330022,239417,214337,191130
761,Refreshments,ICE CREAM,0,10,927,927,927,1844,1844,1844,1110,376,193,46,10,129,1081,605,1994,1994,1994,2113,843,406,89,89,49,89,327,1994,1994,1002
762,BPC,DEOS,0,19939,16766,14372,11428,25541,13117,27364,19536,9973,6554,7510,4187,4793,4339,4440,4289,5447,6554,5044,6251,4138,3988,3282,4037,1922,1520,3030,3886,69630
763,BPC,HAIR CARE,0,22356,24386,15685,34464,12679,28184,29506,10040,39816,9243,38011,29139,13130,28939,15395,25070,32995,21190,36548,10680,21997,30788,5812,8766,6322,7242,43917,29692,39613
764,BPC,HAIR CARE,0,15323,13360,13523,20471,11601,21110,16996,10923,23069,9885,33539,20910,6366,31273,14398,18875,13124,27307,19523,9490,30395,14561,5174,2930,5927,4724,39933,36174,23423
765,BPC,FACE,0,9817,22634,18672,41305,27063,18453,54993,47381,39365,47314,52724,61781,39503,17474,19948,52092,19873,40849,49695,59524,31868,36231,46304,16981,48179,33132,19809,32142,34505
766,FOODS,DRESSINGS,0,94741,115670,166315,143711,150388,202508,213528,134944,215160,181978,177190,153687,251347,283024,246945,242496,317922,247507,318963,246647,234431,253141,268914,223871,262885,297928,280652,327209,364709
767,BPC,DEOS,0,120437,151076,119488,117296,163969,190747,141058,176655,168646,191305,166725,148801,165538,149974,105411,217963,217326,198536,205243,162109,213921,199378,219168,144783,146041,213571,147032,130527,169045
768,BPC,DEOS,0,118128,160995,148221,148244,178208,199337,147285,217547,144468,222451,197041,159103,148225,180118,115727,187552,176338,247378,157511,184088,175238,208448,214794,154089,141808,222451,107645,150660,153626
769,BPC,DEOS,0,26398,51757,21162,35918,47274,49692,57645,46233,46341,59680,27027,60868,28072,34716,14828,36295,61680,40106,61936,31208,53356,44580,31525,28492,24316,42622,37216,29857,30367
770,BPC,DEOS,0,38810,74684,35609,55028,75753,66600,73872,80835,72039,73917,52415,52716,41095,16660,37906,47590,65749,60622,58881,46758,51145,50836,38684,27230,32652,26065,44199,30313,31349
771,BPC,FACE,0,24101,52447,18069,20827,24090,11633,10588,26604,45424,56330,44999,28591,60896,34231,39893,17436,19322,34117,18250,40165,36504,60946,14948,65802,38242,65809,13403,13643,15626
772,BPC,FACE,0,23564,19373,6277,13375,11802,6112,3646,7583,30704,30130,25197,38790,7107,29660,13178,3397,6454,3315,5131,5297,9181,17274,12561,9427,10667,11986,3313,6867,5379
773,BPC,FACE,0,14437,27591,9173,8024,14135,3481,3317,24952,26848,28356,35692,14385,26621,44022,13147,6534,14450,25300,9761,25897,21081,26463,27626,21487,44490,31910,15045,16515,15701
774,BPC,DEOS,0,19644,27705,24464,26184,45590,49742,52535,57702,47404,25954,45191,21121,24479,38953,27245,28539,42421,55850,36766,32248,38256,36527,41324,22476,20249,31838,33672,28417,30354
775,BPC,DEOS,0,42740,41094,29980,47508,55113,49716,68136,64760,60503,32479,56764,45540,33192,50514,37556,60383,66661,85542,62314,64701,56951,27023,68327,27929,27902,60296,54682,64904,96906
776,BPC,DEOS,0,59024,71715,50800,100496,118023,133624,102721,108183,84869,93908,56935,86449,65726,62464,59913,93625,116085,123861,68101,111016,72476,76087,50379,32185,40140,47606,64110,56692,82554
777,BPC,DEOS,0,118776,117526,136634,105980,130943,130941,82835,128918,107295,116417,135329,109227,79680,136792,96856,148231,119808,163220,95410,100991,87648,64083,102172,88323,85000,104203,90855,98791,88485
778,BPC,DEOS,0,36921,76159,54311,41501,52682,72498,36078,70493,49274,58394,65971,48623,38518,59846,84041,74718,63211,108107,36556,95163,50192,45433,20308,46043,34594,47589,50520,43288,18916
779,BPC,DEOS,0,5733,8634,9715,13861,22365,15396,9134,14441,13904,20620,28714,8388,7762,14654,13615,16101,22159,19046,23193,16684,13947,20374,20379,11957,7185,6468,9676,11874,12082
780,BPC,DEOS,0,6186,11979,14801,5935,10,10,10,10,10,39471,34007,11396,6650,11946,8792,7572,11733,7995,10388,12405,16988,22403,18418,12742,8833,12741,9255,13957,8037
781,BPC,DEOS,0,23050,35979,18624,42987,40505,46266,48144,37148,43327,38566,33606,41869,20033,23378,11011,36921,42261,32790,36799,22480,41035,27699,27621,10079,16654,15657,22634,29544,28350
782,BPC,DEOS,0,51890,70032,44053,68551,59460,75603,78245,84023,56538,84600,61673,92148,52187,60711,51860,82889,95771,94915,90117,77718,67514,73350,61533,42284,54423,64354,70195,86330,94624
783,BPC,HAIR CARE,0,43618,35446,16095,31098,29858,26873,22690,35206,29593,26644,38221,27219,21002,30500,23305,34031,27641,18504,8330,35180,35375,18832,9582,15207,10483,48687,18891,40180,22044
784,BPC,HAIR CARE,0,58002,55675,88001,81377,87107,21800,97276,69855,54710,65446,49179,58079,77748,56911,85196,76310,69649,69491,78804,77779,66178,63032,68818,51508,73158,59434,75843,71644,104742
785,BPC,HAIR CARE,0,41427,75166,19257,58097,40528,34789,39491,67164,60521,37727,56513,47017,58695,36701,19039,53467,33279,27449,53206,34115,59281,57193,35318,30003,38462,54155,30528,40562,36858
786,BPC,HAIR CARE,0,80321,63102,87007,125617,105609,81981,83134,109421,92231,80919,23240,16806,176526,110254,84014,111115,60711,93113,92642,105542,110655,86243,100691,87805,95196,66861,98238,97911,128521
787,BPC,HAIR CARE,0,115230,87303,121829,124414,103419,82228,97191,102117,112644,94283,87376,3269,149878,156697,80028,110898,106259,112008,112915,92019,112068,88292,95217,91825,114717,80736,89010,116869,139849
788,BPC,DEOS,0,24382,44621,37710,40985,35631,52604,56704,38264,18214,32411,23708,32921,34409,37971,52197,17881,233415,44399,60961,37042,33186,41317,23894,31699,43024,25528,44541,17986,10970
789,BPC,DEOS,0,122020,127748,127740,110044,140017,153497,93942,131446,87371,125611,150690,105457,109740,115339,101831,109537,136882,141471,110252,101477,79733,75570,81621,102217,66865,100258,80328,86876,76334
790,BPC,DEOS,0,111113,116964,120000,92548,117439,79336,54163,81481,84739,107800,135663,77877,125175,112856,131227,116809,119883,118158,96026,111290,78276,68354,104117,73680,88493,130512,81264,113273,87309
791,BPC,DEOS,0,48037,28730,29464,38613,40620,71826,35560,36610,32653,35378,40665,17377,40767,55622,39583,42603,49692,50059,63232,56651,42716,40985,34226,34682,33794,39131,59810,38689,134771
792,BPC,HAIR CARE,0,58329,39993,43319,41446,45705,44598,53500,41090,44493,41069,41689,42369,44061,28918,32006,44774,41058,45003,31256,68562,32587,36838,44594,37515,25246,22593,25349,26226,28267
793,BPC,DEOS,0,64213,72963,76531,48949,78344,101475,76047,65581,59590,59612,71629,56244,58896,98785,64576,47632,77185,88733,77954,74786,77445,71019,43416,47189,48014,45708,55365,217046,37830
794,BPC,DEOS,0,75739,92877,77196,76098,114824,145367,89872,99698,72569,91919,64817,79567,61356,120300,95442,81581,178305,389302,77161,102998,135918,97011,79699,86976,46162,82980,71878,50607,193493
795,BPC,HAIR CARE,0,43650,100238,36396,84992,57814,24909,63648,82783,78381,59065,66732,66466,69125,58003,45455,75252,51934,40183,84141,49647,98817,74665,56966,41850,59598,66909,46610,59606,67166
796,BPC,DEOS,0,137520,158498,165095,158487,167341,176694,112394,143407,115957,176851,209255,52689,229758,156367,206307,208546,187311,227653,187610,127329,190873,127844,127688,199031,116412,182032,194401,173392,151795
797,BPC,DEOS,0,99911,113848,100060,87232,106758,128610,69324,87249,72149,93338,119705,73985,85535,102595,90164,111418,117943,103590,110096,63418,110627,65167,86759,82327,85376,93930,79011,116475,96851
798,BPC,DEOS,0,92055,77173,89467,73148,102425,116572,75580,70807,58487,71529,117257,71777,68165,88507,77672,103356,95408,103034,75903,95406,92524,74974,70855,70460,58535,106930,65004,110710,52897
799,BPC,DEOS,0,94657,107214,79345,89720,90561,93833,68607,78303,64519,88905,121215,71312,77501,77338,79564,102830,106723,80353,89790,55017,77643,64950,67951,70639,72665,66786,83052,65794,57410
800,BPC,DEOS,0,77193,109109,76472,67836,96985,108815,64340,122629,56166,98704,86391,53307,65096,74088,76797,95587,85094,91269,88741,70712,85477,54562,48795,33675,41732,57736,58723,58702,31268
801,BPC,HAIR CARE,0,60498,100001,56417,92555,112628,68810,75733,121105,96900,80860,85902,25147,137417,18279,119346,142633,71428,99832,63521,88752,88334,68095,21899,115158,92828,140873,87558,105817,73271
802,BPC,HAIR CARE,0,29747,50141,28875,42254,45723,39860,31499,48702,39668,40419,45787,30039,32901,34932,29118,46108,14964,22313,47288,30173,45726,39173,32126,36738,23033,36659,35888,37063,39357
803,BPC,HAIR CARE,0,107654,190645,113339,112172,159961,132601,153501,188054,172749,147503,187877,150821,171039,147947,133516,183169,137281,146894,173679,164865,211758,220713,155450,137360,132536,179620,139652,219079,158974
804,BPC,HAIR CARE,0,68379,96058,53705,113146,69627,56498,84371,84788,100029,61140,98258,71125,73468,91027,61477,91245,61721,55539,96433,55348,98396,92034,60519,51290,76731,75587,45161,78965,76355
805,BPC,HAIR CARE,0,32237,59421,30605,47953,39755,44007,33316,67231,54577,39667,48501,34829,51259,47875,37351,67385,37709,28636,57556,46674,74616,65721,39116,48316,44553,59811,54221,50558,54619
806,BPC,HAIR CARE,0,118952,170453,125986,141168,147400,113983,142920,153143,133642,129348,105578,113463,142165,134401,99109,147652,142647,106449,145075,151207,126357,138598,136649,131991,142049,121208,108602,126920,158571
807,BPC,HAIR CARE,0,143403,254632,205472,220262,211422,164688,248303,199030,221154,166100,189240,163370,199104,204628,175472,227037,239990,262643,224549,217596,247074,189240,220241,190418,257637,148098,185479,176066,255137
808,BPC,HAIR CARE,0,78107,102278,89018,124261,102745,81489,99299,105553,88926,104965,101825,80623,124701,69023,88191,128150,96073,98920,130233,98781,116126,121151,96620,95483,128157,87161,87651,128834,117704
809,BPC,HAIR CARE,0,81707,100740,91546,111579,83088,104769,98542,92929,94973,93902,87314,86312,95369,79311,95239,333984,218135,120319,90579,114374,91577,84371,105162,79997,102933,74591,77713,116652,456456
810,BPC,HAIR CARE,0,79062,41176,62946,69160,53067,57258,64483,49910,42185,46888,48593,38353,56498,41510,54280,62159,59517,60468,65888,70871,53620,59182,52687,49927,58598,37282,48480,48578,65411
811,Refreshments,ICE CREAM,0,56135,85941,92834,137440,71293,64752,174524,31196,77896,32440,55017,36979,24658,76252,74088,72494,53340,194167,53871,17918,33834,19137,10123,5639,6183,2973,22799,28969,22768
812,BPC,DEOS,0,216599,178782,180227,194443,242163,224058,177882,268826,169059,206285,222233,128916,175897,183537,189351,238292,220887,263166,176029,206131,170231,165476,162565,160578,151351,192936,205315,200981,208238
813,BPC,DEOS,0,101143,88524,97465,109720,111882,135163,86054,148302,64804,115870,130091,34391,106533,119120,115162,148556,109707,146778,78312,139467,92995,91287,86195,109068,61457,118059,86295,125574,112297
814,BPC,DEOS,0,152310,123490,140302,140826,146109,173181,118367,172995,110201,142128,187231,21536,192903,136443,169975,161990,177664,194814,124037,174347,147350,147889,139613,109703,161720,149855,175194,153978,160108
815,BPC,DEOS,0,200402,167541,192257,177661,201757,215188,161039,254667,149681,212356,211185,132998,182199,149335,259397,180191,225525,240510,214201,203802,190681,224483,151716,190141,163762,205080,231324,192831,246627
816,BPC,FACE,0,19140,25503,15474,17513,11720,3630,7692,13053,34256,38570,45490,30519,24530,38295,20058,8522,13778,15607,13788,22527,29494,57822,43576,1993,31933,46706,23845,13637,10906
817,BPC,DEOS,0,15816,22070,20184,35028,6435,10506,7687,12229,9094,7839,30422,56731,32375,17068,30485,36984,39881,29172,23394,62823,13789,15745,43841,20095,29564,43633,34078,55125,39727
818,BPC,FACE,0,48460,69125,46246,97465,77267,76808,68749,112180,85866,75029,98439,90854,71053,49234,57518,87578,65041,82638,91766,133302,87125,87343,83115,43249,58481,54350,64764,63503,89050
819,Refreshments,TEA,0,76502,32533,19271,73310,1446,2587,2514,1519,5976,6123,562,3361,9145,9810,8812,24247,5758,7561,8227,5426,9846,8263,11029,5388,7489,4172,3438,2920,1483
820,BPC,HAIR CARE,0,60275,64051,75959,85111,59350,70980,71588,78022,72039,68543,56720,79792,104411,78876,85006,86577,77298,75546,67643,71458,77089,91723,89762,78051,86610,53137,67011,87685,107664
821,BPC,HAIR CARE,0,52551,56198,15693,92209,65070,13795,68438,80153,34167,62481,39422,52229,39008,57871,73598,11046,98013,67682,15067,10,10,70209,56354,33115,26358,44899,104214,25374,61628
822,Refreshments,TEA,0,27667,18776,17574,62320,9549,11515,3404,3889,5515,149586,2832,8597,11658,5973,13333,16266,11308,15124,16956,15634,16403,11473,14796,5350,10896,4033,1893,1293,3007
823,Refreshments,TEA,0,28799,50230,28202,64887,4230,15424,6086,15667,13470,21654,12472,23859,29030,29744,19688,14273,25802,26737,27104,35736,18094,20768,26554,15244,20083,20605,16275,14450,19932
824,Refreshments,TEA,0,23865,27529,19532,64543,4259,13797,1920,2691,10191,153606,5770,14213,24153,18952,18350,19431,16591,12496,18815,23291,13615,15226,11942,10254,13579,8345,4835,6918,13834
825,Refreshments,TEA,0,47600,35428,29543,6569,6340,5230,3631,7428,9852,101543,9762,14072,17653,17588,20386,29783,7492,9305,7977,9590,10774,11259,8262,3550,13955,5691,3009,6293,6981
826,Refreshments,TEA,0,49088,30838,25901,81918,1704,3950,7044,14741,10912,21923,11910,10508,20540,27030,21197,35443,9700,21276,20497,14531,13464,18735,19796,18065,27435,15226,11767,14717,18481
827,Refreshments,TEA,0,45163,32462,25312,86067,5535,7265,5718,6418,10321,38532,12094,11870,14415,15489,17620,34814,3471,18171,13786,16218,14232,10619,15115,10845,18131,13458,10213,7304,11765
828,Refreshments,ICE CREAM,0,82999,212843,259940,352746,572756,327454,340682,131324,113383,43984,62114,62480,88198,215601,239219,81002,293898,229047,67657,17719,6869,1604,397,215469,67195,40588,292053,222436,435705
829,Refreshments,ICE CREAM,0,81927,239768,309253,386165,707174,459299,439788,157678,124142,69520,67951,82771,105981,251557,257980,265781,203630,523783,111681,27816,21459,8033,35167,138884,31949,330258,426153,359051,165109
830,Refreshments,ICE CREAM,0,26621,30866,25354,35407,30824,35491,17518,31056,8795,4445,13315,4445,8880,27930,8880,44362,35491,26621,35491,6472,10,10,10,10,10,10,57667,8880,17750
831,HHC,HOUSEHOLD CARE,0,1890,9818,1967,988,13730,5235,5263,5390,1426,1839,7118,2198,267,447,9740,5699,1813,680,5835,808,705,319,2072,4385,61,216,602,241,602
832,HHC,HOUSEHOLD CARE,0,24081,25708,27643,6560,16105,14197,3457,10297,9830,10320,851,4112,8594,5916,26568,2898,3764,4433,5875,6809,4877,1375,1417,1603,2625,5764,5085,464,2533
833,BPC,HAIR CARE,0,65178,31132,41064,54683,61203,34203,55659,43856,40801,60223,43508,32926,40572,26099,53726,28869,36999,37772,31259,47563,41772,27340,44544,21483,35313,26185,29791,39373,27136
834,HHC,HOUSEHOLD CARE,0,21318,19572,49461,13082,38919,21916,10481,13533,12489,20071,3919,8147,17771,17467,30270,17251,14789,14377,15826,20351,18964,5633,9711,4791,7114,12010,11737,6702,3945
835,HHC,HOUSEHOLD CARE,0,1014,1504,1529,473,679,963,3795,705,731,1865,4029,628,61,293,113,1323,937,241,1478,10,87,10,216,61,10,319,319,190,216
836,BPC,HAIR CARE,0,26285,11684,23732,2728,46363,16553,19892,32455,11536,33939,16500,28796,20017,14394,18984,21201,19411,27192,18581,28598,20260,16334,27525,14061,30101,11550,18571,23311,18910
837,BPC,HAIR CARE,0,19240,17828,22247,17007,24975,17496,25820,22878,17082,17706,27706,22600,17146,17429,19594,17288,24071,14137,19591,26941,15608,13509,28964,13351,15604,15885,17421,21194,16234
838,BPC,HAIR CARE,0,20513,10503,13510,17879,21224,10781,23884,18078,15457,22677,13568,17470,15506,8895,12514,13841,19923,18285,13092,24678,9592,10853,9385,6935,9104,5747,9244,10013,7565
839,BPC,HAIR CARE,0,27715,18612,23686,26889,25767,25811,23808,23739,19235,22183,24963,15234,23402,16866,14317,11674,23490,18143,11131,20602,21965,17808,17581,9309,23381,7209,12701,12505,5590
840,BPC,HAIR CARE,0,74859,71568,82159,105658,111069,60083,95245,86821,54141,109828,77138,82059,81509,53066,71459,74963,91676,76887,61390,114112,73146,68141,80913,39590,128444,61261,49828,59197,58968
841,BPC,HAIR CARE,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,779,5498,2677,4267,11645,3600,2574,1394,3395,17904,1035,14828
842,BPC,HAIR CARE,0,92860,5186,91545,86082,87780,50330,82421,65216,44900,101614,56776,77868,63524,41546,56498,60802,74525,64357,49144,92311,47968,53177,72195,42738,58988,41968,42475,64770,46532
843,BPC,DEOS,0,63616,47318,68684,180377,150852,84886,110540,176903,116459,110361,73530,127162,78577,129286,84322,156676,56056,198130,144192,98340,17382,121311,85535,74091,78873,109175,73237,118253,119646
844,Refreshments,ICE CREAM,0,230678,364101,270749,320291,478741,301825,292775,261822,385911,255357,300703,238560,336991,342067,356098,405072,395635,351381,322599,307505,355961,335099,169964,199908,351887,280135,430615,517430,466605
845,BPC,DEOS,0,32012,51559,40334,32566,44484,67369,56469,41158,39416,34623,28869,28585,24759,37953,29406,15736,23304,20076,18586,18093,18776,8739,12825,6658,9221,7845,8402,14539,39338
846,BPC,HAIR CARE,0,8796,8304,13628,16202,17542,20502,23395,16575,581,30563,6440,7508,8573,11837,7266,18931,14430,25029,21582,18035,10654,14360,17984,6031,52892,11665,9234,9711,24663
847,BPC,HAIR CARE,0,6585,9974,9896,14716,14122,2563,238,29412,13810,18031,6389,6440,6706,10548,10151,13840,10504,353,14225,30711,5719,23070,12168,5040,41053,9878,5347,9258,20220
848,Refreshments,ICE CREAM,0,142350,196734,181028,382972,478684,230728,226239,174466,73267,65111,100206,84316,115575,172220,191587,370827,322586,474654,240326,165028,99454,107405,116533,129211,110069,170799,345743,356185,382233
849,BPC,FACE,0,39038,60444,31754,50926,49875,63361,54209,70256,45450,58105,66177,17292,55531,63147,44289,42970,54996,70263,45585,77575,46422,52919,40433,35552,53751,49395,49043,57945,50109
850,BPC,DEOS,0,52340,30240,27609,41255,55614,67289,46665,80770,60110,66175,52414,65245,24080,41776,22123,43235,48961,54247,67727,53482,34398,39790,61242,21428,40370,64635,29666,37552,48395
851,BPC,FACE,0,77739,61961,85855,123604,73734,74321,84243,130668,86494,87564,92591,53543,65557,125549,64093,100944,88331,123831,109710,87671,120398,66302,91922,57121,84776,123215,64449,115060,120277
852,BPC,FACE,0,118971,110336,72456,137339,97629,121933,134128,95581,106027,116721,121361,50827,110482,140000,108721,163918,108968,113165,98137,111339,104363,92263,88224,72616,75595,112922,91346,101065,104237
853,BPC,DEOS,0,84613,106408,53681,99583,107557,92213,75372,126504,66594,51134,60828,70333,23875,82167,36335,70053,82408,83026,78887,83347,41820,45079,30186,52478,52416,73819,33060,42028,70845
854,BPC,FACE,0,52225,51291,22368,46698,36177,25714,45233,40809,24367,36478,21992,34806,13649,27766,18042,33915,26772,25139,37800,12610,13976,15773,13159,21331,21667,30735,22619,25378,27211
855,BPC,FACE,0,78085,57882,39709,69032,63455,43150,64488,44150,76781,45365,35699,53752,30579,52017,27448,52052,41135,41154,58926,17529,25976,24041,18368,18593,32965,43156,35552,30906,40519
856,BPC,SKIN CLEANSING,0,77122,54758,57651,85707,104181,81024,108849,89391,112424,102036,165829,81631,65101,69849,65787,113104,87418,108654,103810,154640,107522,73474,102724,75650,78316,110502,122300,99109,86674
857,BPC,SKIN CLEANSING,0,43659,42783,47920,68612,69538,72623,79281,60421,80804,78336,95190,77743,59007,56946,60589,65928,80982,74371,89632,100435,76344,70230,76831,68847,72332,78741,78515,79192,71973
858,BPC,DEOS,0,47186,25671,21160,21688,42258,48697,45347,51684,39957,33678,67398,55291,36560,38591,50698,51004,79431,60791,70894,68683,71736,56289,33561,28284,41167,37234,44110,33351,40025
859,BPC,DEOS,0,41838,30271,44099,61521,68545,84583,55259,83732,57866,54778,75571,64874,42677,46975,62479,71894,70792,47603,84393,110735,70008,90834,98123,49434,55312,46444,65437,84566,77103
860,BPC,SKIN CLEANSING,0,100488,30852,20392,35554,62987,79785,18139,44087,19432,24212,10335,22532,32109,43379,53813,18951,62170,57720,19199,70512,30885,20268,12938,18841,31148,35036,16276,36824,107580
861,BPC,SKIN CLEANSING,0,146242,77663,34020,66085,97846,64682,88880,88750,49445,128371,58700,43994,77515,51097,21052,51514,79348,62899,74121,66917,55772,71816,45650,18456,20634,234049,7308,8797,18162
862,BPC,DEOS,0,10,297,10155,41023,25444,21022,23498,27968,24290,24497,29785,15552,37625,23470,30282,30497,37260,22134,39280,49649,34453,49288,51229,43925,18508,42650,24477,24233,29377
863,BPC,DEOS,0,50711,24608,52144,132282,51630,99778,110375,110832,94023,103720,45441,98713,76527,104512,70542,102542,138902,130695,89002,80829,42998,115359,80841,67320,61688,75182,96109,99051,108829
864,BPC,SKIN CLEANSING,0,185871,20450,46382,85609,69127,66099,75662,98635,69266,77675,75269,91485,29822,62669,36867,43843,51391,53485,51524,63262,59277,53140,37693,36149,36425,35961,71611,38704,48047
865,BPC,SKIN CLEANSING,0,142609,14824,19659,33633,32206,28003,37638,53900,41536,36520,39587,60650,17812,42102,29896,36820,47635,65255,40109,61400,51967,19934,18970,40497,33042,24127,28080,24424,33508
866,BPC,SKIN CLEANSING,0,130386,22051,43121,51643,42363,44125,44308,71260,39920,67468,48796,70127,17399,38554,26837,39079,47506,43005,44813,62942,42101,43594,30308,40421,47472,35635,64431,25894,28657
867,BPC,SKIN CLEANSING,0,5194,11138,12210,14118,17090,13739,14959,11982,5349,10536,37906,16555,11223,11219,11980,9162,9160,18161,10456,9390,12663,19445,10381,10,10,28991,18306,17849,13734
868,BPC,DEOS,0,41728,9696,10691,55355,42377,49919,43860,45051,37170,43471,23914,36992,28328,31708,30506,47328,52444,53625,41297,53117,44295,35808,28078,19685,21455,23383,27686,40553,43145
869,BPC,DEOS,0,11586,13962,21988,50787,46689,47678,39435,34337,33678,43515,18687,39357,32644,23204,29528,37372,56251,47869,42346,57089,32898,34448,25480,16725,15350,19857,26645,37327,24959
870,BPC,SKIN CLEANSING,0,33813,76895,22034,47039,40422,32450,48170,47188,59187,34574,34225,35620,33493,46686,30327,65390,44330,44912,45403,37205,22894,24947,52031,37396,34646,41997,74303,33315,40202
871,BPC,SKIN CLEANSING,0,26425,76895,23240,43389,40033,33690,49838,38930,53877,34197,40194,35469,36793,45198,32378,63575,42783,37797,33091,59501,39153,48166,51062,40051,37881,43114,18393,67164,62540
872,BPC,SKIN CLEANSING,0,41483,112987,36024,63111,35671,32914,38161,48335,45834,27963,29070,29956,28818,51880,38037,40390,52073,36366,57762,31205,47041,34490,30586,38627,33447,39422,39098,39925,28669
873,BPC,SKIN CLEANSING,0,37547,110577,33285,53337,38003,36898,52837,34305,46144,35579,24587,27779,35469,50706,51945,41045,55359,45981,52512,33386,39172,19595,47844,28500,41906,52311,36812,54002,32901
